sample	signature	exposure	mutations
TCGA-AD-6888-01A-11D-1924-10	COSMICv3-SBS2	0.0128678	2
TCGA-AD-6888-01A-11D-1924-10	COSMICv3-SBS53	0.00713635	1
TCGA-AD-6888-01A-11D-1924-10	COSMICv3-SBS48	0.00380468	1
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS1	0.555872	79
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS23	0.0783887	11
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS21	0.061811	9
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS10b	0.0489381	7
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS32	0.0466409	7
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS29	0.0438754	6
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS10a	0.03429	5
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS59	0.0221515	3
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS54	0.0191167	3
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS2	0.0173512	2
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS53	0.0153747	2
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS38	0.0150772	2
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS33	0.00883253	1
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS22	0.00584791	1
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS55	0.00438588	1
TCGA-CA-6719-01A-11D-1835-10	COSMICv3-SBS7c	0.00391167	1
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS1	0.47599	44
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS4	0.105161	10
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS31	0.0391374	4
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS13	0.0386038	4
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS10a	0.0244339	2
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS7d	0.0188654	2
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS53	0.0175411	2
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS6	0.0173415	2
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS30	0.017222	2
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS2	0.0107691	1
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS17b	0.0107049	1
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS60	0.00997834	1
TCGA-D5-6898-01A-11D-1924-10	COSMICv3-SBS51	0.00579054	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS1	0.533196	121
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS46	0.0392561	9
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS24	0.0387246	9
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS18	0.0326661	7
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS23	0.0255812	6
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS38	0.0236388	5
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS2	0.0210157	5
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS51	0.0201335	5
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS6	0.0195219	4
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS10a	0.0174951	4
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS33	0.0163651	4
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS15	0.00951584	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS54	0.00934668	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS19	0.00908432	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS29	0.00816762	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS7d	0.00760219	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS31	0.00664306	2
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS43	0.00599017	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS17b	0.00531342	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS13	0.00477743	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS56	0.00476913	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS52	0.00463606	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS59	0.0039156	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS55	0.00388756	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS53	0.00295959	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS10b	0.00286933	1
TCGA-DM-A1D4-01A-21D-A152-10	COSMICv3-SBS48	0.00260292	1
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS1	0.345941	39
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS24	0.129948	15
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS13	0.0705012	8
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS2	0.0542533	6
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS17a	0.0511296	6
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS7c	0.0348063	4
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS33	0.0342112	4
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS7b	0.027513	3
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS7d	0.0263315	3
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS17b	0.012114	1
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS20	0.0109671	1
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS34	0.00756189	1
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS49	0.00707035	1
TCGA-AA-3971-01A-01W-0995-10	COSMICv3-SBS48	0.00620996	1
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS10b	0.285774	2907
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS10a	0.279043	2839
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS15	0.176589	1796
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS14	0.0843534	858
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS1	0.0501314	510
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS28	0.0207181	211
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS17b	0.0198841	202
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS21	0.0161517	164
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS43	0.0113991	116
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS11	0.00953741	97
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS59	0.00694094	71
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS33	0.00328462	33
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS7c	0.00264223	27
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS48	0.00229717	23
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS49	0.00143644	15
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS84	0.00122069	12
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS22	0.00102464	10
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS54	0.00031151	3
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS35	0.000138311	1
TCGA-AA-A010-01A-01D-A17O-10	COSMICv3-SBS13	5.02084e-05	1
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS15	0.266769	276
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS1	0.264156	274
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS6	0.158618	164
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS20	0.0567745	59
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS54	0.039406	41
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS24	0.0298981	31
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS21	0.0261703	27
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS7b	0.0197087	20
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS29	0.0177409	18
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS46	0.0155464	16
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS14	0.0134187	14
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS39	0.00839138	9
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS10a	0.00786118	8
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS59	0.00738203	8
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS17b	0.00514267	5
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS49	0.00448261	5
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS48	0.00233858	2
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS33	0.000960721	1
TCGA-AA-3821-01A-01W-0995-10	COSMICv3-SBS43	0.000894736	1
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS1	0.327117	68
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS4	0.111102	23
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS35	0.0621476	13
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS32	0.0501988	10
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS24	0.0480482	10
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS6	0.0427129	9
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS50	0.0414262	9
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS36	0.0383314	8
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS17b	0.038196	8
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS19	0.0357857	7
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS43	0.0301234	6
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS10b	0.0221683	5
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS8	0.0175897	4
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS13	0.0170372	4
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS2	0.0150264	3
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS55	0.0141583	3
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS52	0.0130561	3
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS39	0.00990233	2
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS7d	0.00933651	2
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS60	0.00507299	1
TCGA-D5-6534-01A-21D-1924-10	COSMICv3-SBS48	0.00497173	1
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS6	0.318762	628
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS15	0.146303	288
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS21	0.12076	238
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS54	0.0628075	124
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS20	0.0557504	110
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS23	0.0383536	76
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS11	0.0336816	66
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS42	0.0298542	59
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS14	0.0199812	39
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS7a	0.0165809	33
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS1	0.0151646	30
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS84	0.00677606	13
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS49	0.00641522	13
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS24	0.00542265	11
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS50	0.00515869	10
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS53	0.00484667	10
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS10b	0.00281589	6
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS43	0.00129819	3
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS48	0.000757983	1
TCGA-AD-6964-01A-11D-1924-10	COSMICv3-SBS17b	0.000528173	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS1	0.241412	30
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS18	0.146603	18
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS19	0.0767297	10
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS6	0.0445553	6
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS16	0.0403717	5
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS13	0.0358971	4
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS56	0.0318225	4
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS10b	0.0297476	4
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS53	0.0251123	3
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS2	0.0241517	3
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS37	0.021356	3
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS9	0.019887	2
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS27	0.0193673	2
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS32	0.0190502	2
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS17a	0.0140894	2
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS7c	0.0120925	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS57	0.0106766	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS14	0.0105965	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS7a	0.0087223	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS21	0.00771864	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS17b	0.00596704	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS49	0.00545618	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS58	0.00539646	1
TCGA-AA-3489-01A-21D-1835-10	COSMICv3-SBS10a	0.00450919	1
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS1	0.317974	55
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS15	0.0611911	11
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS21	0.0580451	10
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS24	0.049826	9
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS36	0.0473302	8
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS46	0.0367155	6
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS4	0.0354793	6
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS84	0.0284307	5
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS16	0.0182443	3
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS10b	0.017107	3
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS54	0.0168983	3
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS7b	0.0164251	3
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS2	0.0130759	2
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS23	0.0119608	2
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS55	0.0103016	2
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS17a	0.00617848	1
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS27	0.00560232	1
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS45	0.00522488	1
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS17b	0.00481627	1
TCGA-AA-3812-01A-01W-0900-09	COSMICv3-SBS59	0.00309596	1
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS1	0.514874	62
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS6	0.061815	7
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS36	0.0557841	7
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS23	0.0435598	5
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS56	0.0424649	5
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS10a	0.0308527	4
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS18	0.0285861	3
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS50	0.0259072	3
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS7b	0.025	3
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS17a	0.0226409	3
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS16	0.0179234	2
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS12	0.0133508	2
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS2	0.0124876	2
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS11	0.0101886	1
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS22	0.00886525	1
TCGA-5M-AAT5-01A-21D-A40P-10	COSMICv3-SBS17b	0.00850196	1
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS1	0.493765	54
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS6	0.134235	15
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS42	0.0539034	6
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS17a	0.0496283	5
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS10b	0.0349334	4
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS59	0.030249	3
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS30	0.0284898	3
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS37	0.0281421	3
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS45	0.0255764	3
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS7c	0.0241202	3
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS7a	0.0212352	2
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS10a	0.0125743	1
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS2	0.012086	1
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS22	0.00900021	1
TCGA-AA-A01Z-01A-11W-A096-10	COSMICv3-SBS32	0.00796767	1
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS1	0.518363	95
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS7b	0.0743248	14
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS18	0.0555042	10
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS6	0.0553774	10
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS24	0.0458774	8
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS57	0.0261143	5
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS55	0.0256473	5
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS19	0.0217164	4
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS46	0.0197347	4
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS10a	0.0162138	3
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS37	0.0152811	3
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS2	0.0116826	2
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS7d	0.0107614	2
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS21	0.00852358	2
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS10b	0.00551014	1
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS48	0.00404136	1
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS30	0.00393447	1
TCGA-CM-6678-01A-11D-1835-10	COSMICv3-SBS28	0.00318002	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS1	0.421827	70
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS29	0.101425	17
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS19	0.0613601	10
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS30	0.0349198	6
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS10b	0.0336099	6
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS7b	0.0331252	5
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS17a	0.0324236	5
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS21	0.030166	5
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS10a	0.0276775	5
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS9	0.0273118	5
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS34	0.023479	4
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS6	0.0219397	4
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS55	0.00968037	2
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS7a	0.00882188	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS7d	0.0087787	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS84	0.00813206	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS13	0.0074594	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS54	0.0046817	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS39	0.00393794	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS7c	0.00382091	1
TCGA-A6-6137-01A-11D-1771-10	COSMICv3-SBS46	0.00333617	1
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS1	0.335035	55
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS6	0.1294	21
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS10b	0.0772156	13
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS18	0.0620473	10
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS23	0.0494038	8
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS59	0.0437338	7
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS13	0.042178	7
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS21	0.0328219	5
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS20	0.0268292	4
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS84	0.0209647	3
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS7d	0.0164752	3
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS2	0.0159815	3
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS17b	0.0124649	2
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS43	0.00887157	1
TCGA-AZ-6605-01A-11D-1835-10	COSMICv3-SBS7c	0.00541295	1
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS1	0.349905	76
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS15	0.106573	23
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS29	0.0886107	19
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS50	0.0593794	13
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS24	0.0567329	12
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS19	0.0364631	8
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS23	0.0350038	8
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS17a	0.0279484	6
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS7c	0.024582	5
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS56	0.0187695	4
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS22	0.018591	4
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS46	0.0139002	3
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS2	0.0122605	3
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS35	0.0121072	3
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS52	0.0119852	3
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS43	0.0109201	2
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS7d	0.0108225	2
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS54	0.0103826	2
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS16	0.00415632	1
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS55	0.00331692	1
TCGA-SS-A7HO-01A-21D-A36X-10	COSMICv3-SBS7a	0.00277251	1
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS1	0.395678	57
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS17b	0.0866979	12
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS36	0.0690584	10
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS9	0.0579945	8
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS13	0.0557181	8
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS84	0.0469647	7
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS7b	0.0395541	6
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS17a	0.0371662	5
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS10b	0.0358585	5
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS50	0.0293012	4
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS10a	0.0170147	2
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS46	0.0162852	2
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS19	0.0153174	2
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS7d	0.0139458	2
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS59	0.00665429	1
TCGA-F4-6569-01A-11D-1771-10	COSMICv3-SBS2	0.00467165	1
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS1	0.355287	32
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS39	0.151696	14
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS25	0.122609	11
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS13	0.041713	4
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS9	0.0371946	3
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS17a	0.0352965	3
TCGA-AA-A02F-01A-01W-A00E-09	COSMICv3-SBS85	0.0319229	3
